0.0 293.15 293.15 293.15
0.12 293.28534553249983 293.2879446079325 293.287958555551
0.24 293.41899641003704 293.42576582853144 293.42583397038777
0.36 293.5509738513056 293.56344512548856 293.5636257029149
0.48 293.6812988093214 293.70096444602405 293.7013330001763
0.6 293.80999197474836 293.8383062116839 293.83895490621245
0.72 293.9370737791838 293.9754533092925 293.9764902702041
0.84 294.06256439840183 294.11238908205655 294.11393775440735
0.96 294.1864837555568 294.2490973208197 294.2512958418835
1.08 294.30885152434615 294.3855622554639 294.3885628440297
1.2 294.42968713213384 294.5217685464565 294.5257369079128
1.3199999999999998 294.5490097630347 294.6577012765396 294.66281602341166
1.44 294.6668383609603 294.7933459425608 294.79979803017216
1.56 294.7831916326263 294.92868844744123 294.93668062437786
1.68 294.8980880505225 295.063715092281 295.07346136534164
1.7999999999999998 295.0115458558455 295.1984125685977 295.2101376819209
1.92 295.1235830613948 295.33276795069753 295.34670687876087
2.04 295.2342174544325 295.4667686881757 295.4831661423698
2.16 295.3434665995071 295.60040259854514 295.6195125470288
2.28 295.45134784124247 295.7336578599905 295.75574306054153
2.4 295.557878307091 295.8665230042463 295.8918545498249
2.52 295.6630749100533 295.9989869095966 296.027843786347
2.6399999999999997 295.7669543513629 296.13103879399495 296.16370745141285
2.76 295.86953312313824 296.26266820830153 296.29944214130387
2.88 295.97082751100044 296.3938650296373 296.435044372272
3.0 296.07085359665933 296.52461945485186 296.5705105853934
3.12 296.16962726046637 296.65492199410374 296.7058371512838
3.2399999999999998 296.26716418393585 296.7847634645515 296.8410203746792
3.36 296.3634798522346 296.9141349841536 296.97605649888436
3.48 296.45858955664045 297.0430279655755 297.1109417100924
3.5999999999999996 296.5525083969698 297.1714341102021 297.24567214157844
3.7199999999999998 296.645251283975 297.2993454022538 297.3802438777697
3.84 296.7368329417116 297.4267541030049 297.5146529581953
3.96 296.82726790987596 297.5536527451023 297.64889538131814
4.08 296.9165705461135 297.68003412698295 297.78296710825157
4.2 297.0047550282984 297.8058913073888 297.91686406636387
4.32 297.0918353567842 297.93121759997706 298.05058215277234
4.4399999999999995 297.1778253566268 298.05600656802517 298.1841172377302
4.56 297.2627386797791 298.18025201922785 298.3174651679085
4.68 297.3465888072587 298.3039480005855 298.4506217695752
4.8 297.42938905128796 298.4270887933825 298.5835828516744
4.92 297.5111525574075 298.54966890825347 298.71634420880724
5.04 297.5918923065633 298.67168308033644 298.8489016241175
5.16 297.6716211171675 298.79312626451144 298.98125087208376
5.279999999999999 297.7503516471335 298.91399363072327 299.11338772121996
5.3999999999999995 297.8280963958857 299.0342805593866 299.2453079366874
5.52 297.9048677063436 299.15398263687285 299.3770072828194
5.64 297.98067776688174 299.2730956510767 299.50848152556097
5.76 298.05553861326456 299.39161558706155 299.63972643482566
5.88 298.1294621305573 299.5095386227825 299.7707377867715
6.0 298.2024600550127 299.62686112488524 299.90151136599786
6.12 298.27454397593465 299.7435796445802 300.03204296766495
6.24 298.3457253375179 299.8596909135903 300.1623283995383
6.359999999999999 298.4160154406648 299.9751918401712 300.2923634839596
6.4799999999999995 298.4854254447798 300.09007950520294 300.4221440597459
6.6 298.553966369541 300.204351158352 300.55166598401877
6.72 298.62164909664955 300.3180042143019 300.6809251339654
6.84 298.6884843715573 300.43103624905234 300.80991740853267
6.96 298.7544828051729 300.5434449962847 300.9386387300568
7.08 298.81965487554635 300.65522834379334 301.0670850458295
7.199999999999999 298.88401092953234 300.7663843299818 301.19525232960194
7.319999999999999 298.9475611844332 300.87691114042224 301.32313658302905
7.4399999999999995 299.0103157296209 300.98680710447763 301.45073383705477
7.56 299.0722845281388 301.0960706919855 301.5780401532401
7.68 299.1334774182836 301.20470051000206 301.7050516250354
7.8 299.1939041151669 301.3126952996057 301.8317643789982
7.92 299.2535742122582 301.42005393275946 301.9581745759579
8.04 299.3124971829073 301.52677540923065 302.0842784121293
8.16 299.37068238184884 301.6328588535672 302.2100721201752
8.28 299.4281390466872 301.73830351212985 302.3355519702202
8.4 299.4848762993632 301.84310875017894 302.4607142708169
8.52 299.54090314760214 301.947274049015 302.5855553698653
8.64 299.5962284863442 302.0507990031724 302.71007165548724
8.76 299.65086109915643 302.1536833176653 302.83425955685647
8.879999999999999 299.7048096596271 302.2559268052842 302.95811554498584
9.0 299.75808273274293 302.3575293839437 303.0816361334727
9.12 299.810688776249 302.458491074079 303.204817879204
9.24 299.86263614199123 302.5588119960916 303.32765738302083
9.36 299.9139330772425 302.65849236784277 303.4501512903459
9.48 299.96458772601204 302.757532502194 303.57229629177215
9.6 300.0146081303382 302.855932804594 303.6940891236159
9.719999999999999 300.0640022315655 302.95369377071086 303.8155265684342
9.84 300.11277787160515 303.0508159841096 303.9366054555076
9.959999999999999 300.16094279418024 303.1473001139729 304.0573226612898
10.08 300.208504646055 303.243146912866 304.17767510982435
10.2 300.255470978249 303.33835721454335 304.29765977313025
10.32 300.3018492472357 303.43293193179784 304.4172736715563
10.44 300.34764681612654 303.5268720543506 304.5365138741059
10.559999999999999 300.3928709558398 303.6201786467814 304.6553774987326
10.68 300.4375288462548 303.71285284649935 304.77386171260815
10.799999999999999 300.481627577352 303.8048958617515 304.89196373236234
10.92 300.52517415033867 303.8963089696712 305.00968082429694
11.04 300.56817547876017 303.9870935143634 305.1270103045737
11.16 300.6106383895977 304.0772509050272 305.2439495393774
11.28 300.6525696243521 304.16678261411545 305.3604959450548
